,Unnamed: 0,tmdbId,title,genres,overview
785,785,449674,Louis C.K. 2017,Comedy,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C."
795,795,271718,Trainwreck,Comedy|Romance,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
796,796,376659,Bad Moms,Comedy,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence."
836,836,321594,Louis C.K.: Live at The Comedy Store,Comedy,"This material was developed and prepared over the last year or so, mostly in comedy clubs. This special kind of goes back to when he used to just make noises and be funny for no particular reason. It felt right to him to shoot this special in a club to give it that live immediate intimate feeling. The show is about an hour long. The opening act, who is seen at the beginning (good place for an opening act) is Jay London. One of his favorite club comics going way back to the late 80s when he first started in working in New York."
851,851,335797,Sing,Animation|Children|Comedy,A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.
862,862,291805,Now You See Me 2,Action|Comedy|Thriller,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet."
878,878,260001,Life Partners,Comedy|Romance,A 29-year-old lawyer  and her lesbian best friend experience a dramatic shift in their longtime bond after one enters a serious relationship.
892,892,474335,Uncle Drew,Comedy,Uncle Drew recruits a squad of older basketball players to return to the court to compete in a tournament.
907,907,179144,The Great Beauty,Comedy|Drama,"Jep Gambardella has seduced his way through the lavish nightlife of Rome for decades, but after his 65th birthday and a shock from the past, Jep looks past the nightclubs and parties to find a timeless landscape of absurd, exquisite beauty."
919,919,362155,"Me, Myself and Her",Comedy|Romance,"Two women -- a restaurateur and an architect -- have a seemingly idyllic romantic relationship, until the latter encounters a man she had a fling with."
928,928,293299,Feast,Animation|Children|Comedy|Drama|Romance,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share."
946,946,227159,Horrible Bosses 2,Comedy|Crime,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme."
948,948,333385,Mr. Right,Action|Comedy|Romance,"A girl falls for the ""perfect"" guy, who happens to have a very fatal flaw: he's a hitman on the run from the crime cartels who employ him."
953,953,432959,Jim Gaffigan: Cinco,Comedy,America's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.
955,955,187596,Walk of Shame,Comedy,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life."
986,986,313867,Roald Dahl's Esio Trot,Comedy,"Mr. Hoppy is a shy old man who lives alone in an apartment building. For many years, he has been secretly in love with Mrs. Silver, a woman who lives below him.  Mr. Hoppy frequently leans over his balcony and exchanges polite conversation with Mrs. Silver, but he is too shy to disclose how he feels.  Mr. Hoppy longs to express his feelings to Mrs. Silver, but he can never bring his lips to form the words.  Mrs. Silver has a small pet tortoise, Alfie, whom she loves very much.  One morning, Mrs. Silver mentions to Mr. Hoppy that even though she has had Alfie for many years, her pet has only grown a tiny bit and has gained only 3 ounces in weight.  She confesses that she wishes she knew of some way to make her little Alfie grown into a larger, more dignified tortoise.  Mr. Hoppy suddenly thinks of a way to give Mrs. Silver her wish and win her affection."
991,991,311615,Smosh: The Movie,Action|Adventure|Comedy,An embarrassing video of Anthony surfaces online right before his fifth high school reunion. The Smosh dudes then race to pull down the clip before it blows Anthony's chances of reconnecting with his teen crush Anna.
1000,1000,254470,Pitch Perfect 2,Comedy,"The Bellas are back, and they are better than ever. After being humiliated in front of none other than the President of the United States of America, the Bellas are taken out of the Aca-Circuit. In order to clear their name, and regain their status, the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task, they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip, the Bellas can hopefully accomplish their dreams."
1003,1003,296100,The Night Before,Comedy,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end."
1006,1006,288036,Sleeping with Other People,Comedy|Drama|Romance,"Can two serial cheaters get a second chance at love? After a one-night stand in college, New Yorkers Lainey and Jake meet by chance twelve years later and discover they each have the same problem: because of their monogamy-challenged ways, neither can maintain a relationship. Determined to stay friends despite their mutual attraction, they make a pact to keep it platonic, a deal that proves easier said than done."
1010,1010,437557,Blockers,Comedy,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal."
1024,1024,289727,The Rewrite,Comedy|Romance,"An Oscar-winning writer in a slump leaves Hollywood to teach screenwriting at a college on the East Coast, where he falls for a single mom taking classes there."
1045,1045,227973,The Peanuts Movie,Adventure|Animation|Children|Comedy,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest."
1048,1048,175291,Cheap Thrills,Comedy|Thriller,"Recently fired and facing eviction, a new dad has his life turned upside down when he meets a wealthy couple who offer a path to financial security... but at a price."
1059,1059,309245,Mistress America,Comedy,"Tracy, a lonely college freshman in New York, is rescued from her solitude by her soon-to-be stepsister Brooke, an adventurous gal about town who entangles her in alluringly mad schemes."
1073,1073,209403,Bad Words,Comedy,"Forty-year-old misanthrope, Guy Trilby (Jason Bateman), enters the National Golden Quill Spelling Bee through a loophole in the rules."
1088,1088,419680,Daddy's Home 2,Comedy|Drama,Brad and Dusty must deal with their intrusive fathers during the holidays.
