,Unnamed: 0,tmdbId,title,genres,clean_overview
1401,1401,133790,Clear History,Comedy,nathan flomm order avoid humiliation missed hugely successful business assumes new identity martha vineyard plot revenge former business partner move town
1409,1409,280690,Kick,Action|Comedy|Romance,adrenaline junkie walk away whirlwind romance embrace new life thief though soon find pursued veteran police officer engaged turf war local gangster
1411,1411,388791,#SelfieParty,Comedy,four friend student wake police station remembering event yesterday accused murdering dwarf whose body found lawn house boy partied last night figure happened boy decide collect photo video yesterday mayhem
1413,1413,353570,The Tiger Hunter,Comedy,young indian man relocates 1970s chicago become engineer job fall resort elaborate charade misfit friend order woo childhood sweetheart
1450,1450,434355,Taxi 5,Action|Comedy,police officer transfered police marseille get assigned take group italian robber drive powerfull ferrari older niece daniel terrible driver get legendary white taxi
1461,1461,318917,Look Who's Back,Comedy,adolf hitler reawakens site former bunker berlin mistaken comedian quickly becomes medium phenomenon
1500,1500,400155,Hotel Transylvania 3: Summer Vacation,Animation|Children|Comedy|Fantasy,dracula mavis johnny rest drac pack take vacation luxury monster cruise ship dracula fall love ship captain ericka secretly descendant abraham van helsing notorious monster slayer
1506,1506,417026,Russell Peters: Almost Famous,Comedy,comic come home toronto sound cultural quirk furniture building bathroom visit revelling thing ridiculously human
1519,1519,399417,Lazy Eye,Comedy|Drama|Romance,passion secret revealed graphic designer reconnects great lost love life weekend tryst house desert near joshua tree
1527,1527,316067,Misery Loves Comedy,Comedy|Documentary,miserable funny sixty writer actor director u canada question sharing anecdote insight lively enthusiasm
1553,1553,248774,Obvious Child,Comedy|Romance,immature newly unemployed comic must navigate murky water adulthood fling graduate student result unplanned pregnancy
1556,1556,529531,Hannah Gadsby: Nanette,Comedy,australian comedian hannah gadsby taking stance newest special
1559,1559,403569,Total Frat Movie,Comedy,charlie martin ji whose fraternity get kicked campus take rap rival fraternity gone awry three year later charlie remaining brother must throw greatest rush event recruit new pledge class bring house back glory
1563,1563,111969,Stuck in Love,Comedy|Drama|Romance,acclaimed writer teenaged child come term complexity love form course one tumultuous year
1568,1568,138122,Student of the Year,Comedy|Romance,several alumnus reminisce final year theresa college event shaped life
1589,1589,369192,Battle of the Sexes,Comedy,true story 1973 tennis match world number one billie jean king serial hustler bobby riggs
1602,1602,341012,Popstar: Never Stop Never Stopping,Comedy,new album fails sell record superstar conner4real go major tailspin watch celebrity high life begin collapse try anything bounce back anything except reuniting old rap group style boyz
1617,1617,466282,To All the Boys I've Loved Before,Comedy|Romance,lara jean love life go imaginary control secret letter every boy ever fallen mysteriously mailed
1666,1666,160068,Gloria,Comedy|Drama,gloria child left home desire spend day night alone determined defy old age loneliness rush headlong whirl single party hunt instant gratification lead repeated disappointment enduring emptiness gloria meet rodolfo officer seven year senior begin imagine possibility permanent relationship
1672,1672,326665,Aziz Ansari: Live at Madison Square Garden,Comedy,ansari headline iconic madison square garden delivers hilarious insightful yet filmed front audience ansari latest special uproarious document comic top form covering topic ranging struggle american immigrant food industry relationship gender inequality
1677,1677,332340,Man Up,Comedy|Romance,34 year old single woman nancy exhausted endless fruitless set ups friend traveling across london toast another 10 year parent successful happy magical marriage run 40 year old divorcee jack mistake 24 year old blind date nancy deciding go happens hop chaotic yet hilarious journey life neither ever forget
1682,1682,191562,Go Goa Gone,Comedy|Horror,rave party coast goa go horrifyingly hilariously wrong island overrun zombie
1688,1688,490405,The Saint Bernard Syndicate,Comedy,film comedy rasmus frederik two danish men 30 head business venture know boarding school back denmark none really successful life far meet 15 year later keen set dog breeding centre two partner learned luxury dog extremely popular among chinese upper class therefore expect way fast overwhelming wealth china 200 plus lb bernard dog name dollar travel chongqing meet mysterious liu owns largest bakery western china belief dog powerful human soon dog business evolves unexpected way friendship two dane grows stronger
1710,1710,625128,Bill Burr: Paper Tiger,Comedy,comedian bill burr talk male feminist outrage culture robot sex cultural appropriation standup comedy special shot london
1711,1711,330112,Ashby,Comedy|Drama,new kid town ed wallis given assignment interview older person turn mysterious neighbor ashby holt help new connection lead unexpected journey ashby turn retired cia assassin deal terminal prognosis ed deal adjusting life newly single mom developing relationship brainy classmate eloise
1727,1727,347968,One Minute Time Machine,Comedy|Mystery|Romance,every time beautiful regina reject advance james push red button try unaware reality consequence action
1758,1758,209406,The Right Kind of Wrong,Comedy|Romance,stubborn idealist spy bride way wedding immediately fall love
1778,1778,504603,The World Is Yours,Comedy|Crime|Drama,escape life crime paris drug dealer take one last job involving spain unhinged gangster longtime crush scheming mother
1792,1792,242090,The One I Love,Comedy|Drama|Romance,brink separation ethan sophie escape beautiful vacation house weekend getaway attempt save marriage begin romantic fun retreat soon becomes surreal unexpected discovery force two examine relationship future
1810,1810,433251,Naked,Comedy,following wild night best man rob anderson wake find naked elevator morning wedding day forced relive morning
1812,1812,413857,Tragedy Girls,Comedy|Horror,mckayla sadie two teenage girl use online show tragedy send small midwestern town frenzy cement legacy modern horror legend
1814,1814,371645,Hunt for the Wilderpeople,Adventure|Comedy,ricky defiant young city kid find run cantankerous foster uncle wild new zealand bush national manhunt ensues two forced put aside difference work together survive
1818,1818,193154,Ku! Kin-dza-dza,Animation|Comedy|Sci-Fi,beginner dj shred cellist vladimir chizhov meet noisy street moscow barefoot man clicking strange machine character moved desert planet plyuk remake beloved animated film le fascinating funny original adventure shred uncle vova world sand inhabitant divided two category patsaks chatlan simple match incredible value people met escorted color pant
1823,1823,432883,Jen Kirkman: Just Keep Livin'?,Comedy,incisive comic jen kirkman get real woman body value alone time italian private tour guide may ghost
1825,1825,382511,Penny Pincher!,Comedy,gautier stingy saving put joy cause pay sweat life set sole purpose never spend anything life switch one day fall love discovers daughter know existed forced lie order hide terrible default beginning problem lie sometimes expensive
